,�梪�,吽爺,吽爺測鎢,傑庈,傑庈測鎢,す歙ァ恲
83,20010325,賽譴吽,210000,陳栠庈,211300,-1.32089788995
84,20010326,賽譴吽,210000,陳栠庈,211300,-2.2298766572
85,20010327,賽譴吽,210000,陳栠庈,211300,-0.640333353035
86,20010328,賽譴吽,210000,陳栠庈,211300,0.580219666539
87,20010329,賽譴吽,210000,陳栠庈,211300,1.36100280481
88,20010330,賽譴吽,210000,陳栠庈,211300,1.84901771668
89,20010331,賽譴吽,210000,陳栠庈,211300,6.84551172926
90,20010401,賽譴吽,210000,陳栠庈,211300,13.0538700338
91,20010402,賽譴吽,210000,陳栠庈,211300,6.73827500929
92,20010403,賽譴吽,210000,陳栠庈,211300,8.28639535737
93,20010404,賽譴吽,210000,陳栠庈,211300,12.1235755452
94,20010405,賽譴吽,210000,陳栠庈,211300,9.01213284543
95,20010406,賽譴吽,210000,陳栠庈,211300,9.94738404793
96,20010407,賽譴吽,210000,陳栠庈,211300,13.0386395203
97,20010408,賽譴吽,210000,陳栠庈,211300,13.8036223964
98,20010409,賽譴吽,210000,陳栠庈,211300,8.55332553596
99,20010410,賽譴吽,210000,陳栠庈,211300,7.46355166352
100,20010411,賽譴吽,210000,陳栠庈,211300,6.76513200057
101,20010412,賽譴吽,210000,陳栠庈,211300,9.73917741943
102,20010413,賽譴吽,210000,陳栠庈,211300,9.22055055384
103,20010414,賽譴吽,210000,陳栠庈,211300,13.3895704537
104,20010415,賽譴吽,210000,陳栠庈,211300,16.8660070352
105,20010416,賽譴吽,210000,陳栠庈,211300,18.2146437126
106,20010417,賽譴吽,210000,陳栠庈,211300,20.2501007549
107,20010418,賽譴吽,210000,陳栠庈,211300,17.4459562302
108,20010419,賽譴吽,210000,陳栠庈,211300,7.10532881921
109,20010420,賽譴吽,210000,陳栠庈,211300,11.6868147432
110,20010421,賽譴吽,210000,陳栠庈,211300,11.7144357447
111,20010422,賽譴吽,210000,陳栠庈,211300,16.6005149473
112,20010423,賽譴吽,210000,陳栠庈,211300,10.1383556901
113,20010424,賽譴吽,210000,陳栠庈,211300,11.0747710947
114,20010425,賽譴吽,210000,陳栠庈,211300,14.2622495785
115,20010426,賽譴吽,210000,陳栠庈,211300,16.5015835678
116,20010427,賽譴吽,210000,陳栠庈,211300,13.7969496376
117,20010428,賽譴吽,210000,陳栠庈,211300,16.016391453
118,20010429,賽譴吽,210000,陳栠庈,211300,17.4661391743
119,20010430,賽譴吽,210000,陳栠庈,211300,11.364772027
120,20010501,賽譴吽,210000,陳栠庈,211300,16.6614989231
121,20010502,賽譴吽,210000,陳栠庈,211300,14.3147505375
122,20010503,賽譴吽,210000,陳栠庈,211300,14.0315066722
123,20010504,賽譴吽,210000,陳栠庈,211300,13.9436925085
124,20010505,賽譴吽,210000,陳栠庈,211300,15.9685153459
125,20010506,賽譴吽,210000,陳栠庈,211300,12.291377971
126,20010507,賽譴吽,210000,陳栠庈,211300,17.1280460023
127,20010508,賽譴吽,210000,陳栠庈,211300,12.956370521
128,20010509,賽譴吽,210000,陳栠庈,211300,15.2520926961
129,20010510,賽譴吽,210000,陳栠庈,211300,15.6606693937
130,20010511,賽譴吽,210000,陳栠庈,211300,21.4606862319
131,20010512,賽譴吽,210000,陳栠庈,211300,26.2553556676
132,20010513,賽譴吽,210000,陳栠庈,211300,27.1441302049
133,20010514,賽譴吽,210000,陳栠庈,211300,17.9974564335
134,20010515,賽譴吽,210000,陳栠庈,211300,15.7482052184
135,20010516,賽譴吽,210000,陳栠庈,211300,22.8753454978
136,20010517,賽譴吽,210000,陳栠庈,211300,24.0434911962
137,20010518,賽譴吽,210000,陳栠庈,211300,21.3037124768
138,20010519,賽譴吽,210000,陳栠庈,211300,28.4756656781
139,20010520,賽譴吽,210000,陳栠庈,211300,29.0249257339
140,20010521,賽譴吽,210000,陳栠庈,211300,24.8191948606
141,20010522,賽譴吽,210000,陳栠庈,211300,24.1033622675
142,20010523,賽譴吽,210000,陳栠庈,211300,24.5978847638
143,20010524,賽譴吽,210000,陳栠庈,211300,17.2053809584
144,20010525,賽譴吽,210000,陳栠庈,211300,17.6510533115
145,20010526,賽譴吽,210000,陳栠庈,211300,21.1453260121
146,20010527,賽譴吽,210000,陳栠庈,211300,24.9344563401
147,20010528,賽譴吽,210000,陳栠庈,211300,24.2848344435
148,20010529,賽譴吽,210000,陳栠庈,211300,16.3808982581
149,20010530,賽譴吽,210000,陳栠庈,211300,18.3541219276
150,20010531,賽譴吽,210000,陳栠庈,211300,21.3741338964
151,20010601,賽譴吽,210000,陳栠庈,211300,24.0919523741
152,20010602,賽譴吽,210000,陳栠庈,211300,27.5994619738
153,20010603,賽譴吽,210000,陳栠庈,211300,30.6643579717
154,20010604,賽譴吽,210000,陳栠庈,211300,30.4387490122
155,20010605,賽譴吽,210000,陳栠庈,211300,29.4555886252
156,20010606,賽譴吽,210000,陳栠庈,211300,25.8679402
157,20010607,賽譴吽,210000,陳栠庈,211300,23.5904578493
158,20010608,賽譴吽,210000,陳栠庈,211300,25.689931033
159,20010609,賽譴吽,210000,陳栠庈,211300,26.4863890598
160,20010610,賽譴吽,210000,陳栠庈,211300,26.8195113466
161,20010611,賽譴吽,210000,陳栠庈,211300,20.5640438481
162,20010612,賽譴吽,210000,陳栠庈,211300,21.7070025728
163,20010613,賽譴吽,210000,陳栠庈,211300,20.6112167961
164,20010614,賽譴吽,210000,陳栠庈,211300,19.5226514716
165,20010615,賽譴吽,210000,陳栠庈,211300,17.9639710209
166,20010616,賽譴吽,210000,陳栠庈,211300,18.2813600239
167,20010617,賽譴吽,210000,陳栠庈,211300,21.1671022114
168,20010618,賽譴吽,210000,陳栠庈,211300,20.4293558221
169,20010619,賽譴吽,210000,陳栠庈,211300,19.2205432758
170,20010620,賽譴吽,210000,陳栠庈,211300,22.219461508
171,20010621,賽譴吽,210000,陳栠庈,211300,21.4551780098
172,20010622,賽譴吽,210000,陳栠庈,211300,20.0366231015
173,20010623,賽譴吽,210000,陳栠庈,211300,23.2867563817
174,20010624,賽譴吽,210000,陳栠庈,211300,24.2609533009
175,20010625,賽譴吽,210000,陳栠庈,211300,25.4953641055
176,20010626,賽譴吽,210000,陳栠庈,211300,24.9699017709
177,20010627,賽譴吽,210000,陳栠庈,211300,24.4393775672
178,20010628,賽譴吽,210000,陳栠庈,211300,25.743162724
179,20010629,賽譴吽,210000,陳栠庈,211300,22.048946046
180,20010630,賽譴吽,210000,陳栠庈,211300,24.4408724266
181,20010701,賽譴吽,210000,陳栠庈,211300,25.0318787558
182,20010702,賽譴吽,210000,陳栠庈,211300,25.4276066496
183,20010703,賽譴吽,210000,陳栠庈,211300,24.8299298203
184,20010704,賽譴吽,210000,陳栠庈,211300,20.390093084
185,20010705,賽譴吽,210000,陳栠庈,211300,25.7076229965
186,20010706,賽譴吽,210000,陳栠庈,211300,26.5130329801
187,20010707,賽譴吽,210000,陳栠庈,211300,26.8707476499
188,20010708,賽譴吽,210000,陳栠庈,211300,28.5553666834
189,20010709,賽譴吽,210000,陳栠庈,211300,21.529773411
190,20010710,賽譴吽,210000,陳栠庈,211300,26.9715504563
191,20010711,賽譴吽,210000,陳栠庈,211300,28.5494388446
192,20010712,賽譴吽,210000,陳栠庈,211300,24.3591727541
193,20010713,賽譴吽,210000,陳栠庈,211300,26.0520608132
194,20010714,賽譴吽,210000,陳栠庈,211300,25.67515313
195,20010715,賽譴吽,210000,陳栠庈,211300,27.1465551142
196,20010716,賽譴吽,210000,陳栠庈,211300,27.3687504885
197,20010717,賽譴吽,210000,陳栠庈,211300,28.910326506
198,20010718,賽譴吽,210000,陳栠庈,211300,28.1283855438
199,20010719,賽譴吽,210000,陳栠庈,211300,23.1736623195
200,20010720,賽譴吽,210000,陳栠庈,211300,27.3422864613
201,20010721,賽譴吽,210000,陳栠庈,211300,23.3554971595
202,20010722,賽譴吽,210000,陳栠庈,211300,25.6196028392
203,20010723,賽譴吽,210000,陳栠庈,211300,27.743836955
204,20010724,賽譴吽,210000,陳栠庈,211300,26.8350637001
205,20010725,賽譴吽,210000,陳栠庈,211300,23.5487644463
206,20010726,賽譴吽,210000,陳栠庈,211300,25.0538628561
207,20010727,賽譴吽,210000,陳栠庈,211300,23.1329818525
208,20010728,賽譴吽,210000,陳栠庈,211300,23.9331000144
209,20010729,賽譴吽,210000,陳栠庈,211300,25.2184508474
210,20010730,賽譴吽,210000,陳栠庈,211300,25.1430067096
211,20010731,賽譴吽,210000,陳栠庈,211300,24.6256724575
212,20010801,賽譴吽,210000,陳栠庈,211300,24.8427598518
213,20010802,賽譴吽,210000,陳栠庈,211300,21.7006573593
214,20010803,賽譴吽,210000,陳栠庈,211300,24.1746478834
215,20010804,賽譴吽,210000,陳栠庈,211300,23.7170426218
216,20010805,賽譴吽,210000,陳栠庈,211300,26.0776928684
217,20010806,賽譴吽,210000,陳栠庈,211300,25.4597119448
218,20010807,賽譴吽,210000,陳栠庈,211300,22.4352483917
219,20010808,賽譴吽,210000,陳栠庈,211300,22.2406091523
220,20010809,賽譴吽,210000,陳栠庈,211300,24.0704101763
221,20010810,賽譴吽,210000,陳栠庈,211300,24.4389302438
222,20010811,賽譴吽,210000,陳栠庈,211300,23.5485363007
223,20010812,賽譴吽,210000,陳栠庈,211300,24.7012304005
224,20010813,賽譴吽,210000,陳栠庈,211300,24.9753933957
225,20010814,賽譴吽,210000,陳栠庈,211300,24.490479921
226,20010815,賽譴吽,210000,陳栠庈,211300,24.5881150564
227,20010816,賽譴吽,210000,陳栠庈,211300,23.7933459366
228,20010817,賽譴吽,210000,陳栠庈,211300,24.4145517517
229,20010818,賽譴吽,210000,陳栠庈,211300,25.278692714
230,20010819,賽譴吽,210000,陳栠庈,211300,20.813472112
231,20010820,賽譴吽,210000,陳栠庈,211300,21.7779531312
232,20010821,賽譴吽,210000,陳栠庈,211300,23.1384278682
233,20010822,賽譴吽,210000,陳栠庈,211300,23.0151070043
234,20010823,賽譴吽,210000,陳栠庈,211300,23.1983059666
235,20010824,賽譴吽,210000,陳栠庈,211300,21.3526560131
236,20010825,賽譴吽,210000,陳栠庈,211300,20.9338277516
237,20010826,賽譴吽,210000,陳栠庈,211300,21.8750811125
238,20010827,賽譴吽,210000,陳栠庈,211300,22.3326134933
239,20010828,賽譴吽,210000,陳栠庈,211300,22.5058487005
240,20010829,賽譴吽,210000,陳栠庈,211300,22.9150220971
241,20010830,賽譴吽,210000,陳栠庈,211300,22.9692829868
242,20010831,賽譴吽,210000,陳栠庈,211300,23.5712159809
243,20010901,賽譴吽,210000,陳栠庈,211300,23.5575140568
244,20010902,賽譴吽,210000,陳栠庈,211300,23.2716155136
245,20010903,賽譴吽,210000,陳栠庈,211300,23.6664021475
246,20010904,賽譴吽,210000,陳栠庈,211300,23.7329766458
247,20010905,賽譴吽,210000,陳栠庈,211300,18.4630225667
248,20010906,賽譴吽,210000,陳栠庈,211300,19.9875180094
249,20010907,賽譴吽,210000,陳栠庈,211300,21.6692650444
250,20010908,賽譴吽,210000,陳栠庈,211300,20.9371837817
251,20010909,賽譴吽,210000,陳栠庈,211300,19.7827880592
252,20010910,賽譴吽,210000,陳栠庈,211300,17.0326589785
253,20010911,賽譴吽,210000,陳栠庈,211300,18.3578745524
254,20010912,賽譴吽,210000,陳栠庈,211300,20.6578623788
255,20010913,賽譴吽,210000,陳栠庈,211300,20.8845305192
256,20010914,賽譴吽,210000,陳栠庈,211300,21.6118187486
257,20010915,賽譴吽,210000,陳栠庈,211300,22.6227887472
258,20010916,賽譴吽,210000,陳栠庈,211300,17.4227609467
259,20010917,賽譴吽,210000,陳栠庈,211300,18.3624345545
260,20010918,賽譴吽,210000,陳栠庈,211300,15.8611773273
261,20010919,賽譴吽,210000,陳栠庈,211300,16.8354087963
262,20010920,賽譴吽,210000,陳栠庈,211300,15.7484544286
263,20010921,賽譴吽,210000,陳栠庈,211300,12.8636669025
264,20010922,賽譴吽,210000,陳栠庈,211300,18.4697658472
265,20010923,賽譴吽,210000,陳栠庈,211300,16.4062457336
266,20010924,賽譴吽,210000,陳栠庈,211300,14.4245051334
267,20010925,賽譴吽,210000,陳栠庈,211300,16.8777734857
268,20010926,賽譴吽,210000,陳栠庈,211300,18.2579767997
269,20010927,賽譴吽,210000,陳栠庈,211300,12.5489979125
270,20010928,賽譴吽,210000,陳栠庈,211300,16.3990103069
271,20010929,賽譴吽,210000,陳栠庈,211300,15.0914832835
272,20010930,賽譴吽,210000,陳栠庈,211300,12.4647976055
273,20011001,賽譴吽,210000,陳栠庈,211300,15.6181544756
274,20011002,賽譴吽,210000,陳栠庈,211300,13.695638757
275,20011003,賽譴吽,210000,陳栠庈,211300,4.77570307464
276,20011004,賽譴吽,210000,陳栠庈,211300,8.67544700388
277,20011005,賽譴吽,210000,陳栠庈,211300,12.2585486529
278,20011006,賽譴吽,210000,陳栠庈,211300,13.8850003627
279,20011007,賽譴吽,210000,陳栠庈,211300,13.5323717385
280,20011008,賽譴吽,210000,陳栠庈,211300,14.8327411518
281,20011009,賽譴吽,210000,陳栠庈,211300,12.6491652539
282,20011010,賽譴吽,210000,陳栠庈,211300,12.0057197705
283,20011011,賽譴吽,210000,陳栠庈,211300,11.4895614323
284,20011012,賽譴吽,210000,陳栠庈,211300,12.5431196815
285,20011013,賽譴吽,210000,陳栠庈,211300,12.2840786482
286,20011014,賽譴吽,210000,陳栠庈,211300,13.1225982131
287,20011015,賽譴吽,210000,陳栠庈,211300,13.6655624791
288,20011016,賽譴吽,210000,陳栠庈,211300,8.06521002452
289,20011017,賽譴吽,210000,陳栠庈,211300,6.8800401604
290,20011018,賽譴吽,210000,陳栠庈,211300,11.4213293812
291,20011019,賽譴吽,210000,陳栠庈,211300,14.5384878192
292,20011020,賽譴吽,210000,陳栠庈,211300,15.9054465712
293,20011021,賽譴吽,210000,陳栠庈,211300,15.0156952373
294,20011022,賽譴吽,210000,陳栠庈,211300,13.2971133349
295,20011023,賽譴吽,210000,陳栠庈,211300,12.1695710065
296,20011024,賽譴吽,210000,陳栠庈,211300,10.411872914
297,20011025,賽譴吽,210000,陳栠庈,211300,9.69985720149
298,20011026,賽譴吽,210000,陳栠庈,211300,10.5128726457
299,20011027,賽譴吽,210000,陳栠庈,211300,10.4516883984
300,20011028,賽譴吽,210000,陳栠庈,211300,4.96029476952
301,20011029,賽譴吽,210000,陳栠庈,211300,8.38017225266
302,20011030,賽譴吽,210000,陳栠庈,211300,12.7013889614
303,20011031,賽譴吽,210000,陳栠庈,211300,6.46543729933
304,20011101,賽譴吽,210000,陳栠庈,211300,4.05198911198
305,20011102,賽譴吽,210000,陳栠庈,211300,4.58739162746
306,20011103,賽譴吽,210000,陳栠庈,211300,-0.372882953763
307,20011104,賽譴吽,210000,陳栠庈,211300,0.0792863741435
308,20011105,賽譴吽,210000,陳栠庈,211300,-0.233212543848
309,20011106,賽譴吽,210000,陳栠庈,211300,2.22115911491
310,20011107,賽譴吽,210000,陳栠庈,211300,7.35135265819
311,20011108,賽譴吽,210000,陳栠庈,211300,3.09682303772
312,20011109,賽譴吽,210000,陳栠庈,211300,3.81177821494
313,20011110,賽譴吽,210000,陳栠庈,211300,6.80870185819
314,20011111,賽譴吽,210000,陳栠庈,211300,0.988724025457
315,20011112,賽譴吽,210000,陳栠庈,211300,-1.01126866766
316,20011113,賽譴吽,210000,陳栠庈,211300,-1.87688774393
317,20011114,賽譴吽,210000,陳栠庈,211300,-0.921997383825
318,20011115,賽譴吽,210000,陳栠庈,211300,2.00971863667
319,20011116,賽譴吽,210000,陳栠庈,211300,3.30115726956
320,20011117,賽譴吽,210000,陳栠庈,211300,3.82757478848
321,20011118,賽譴吽,210000,陳栠庈,211300,4.39153257587
322,20011119,賽譴吽,210000,陳栠庈,211300,6.02080718258
323,20011120,賽譴吽,210000,陳栠庈,211300,5.79026928283
324,20011121,賽譴吽,210000,陳栠庈,211300,4.78768216936
325,20011122,賽譴吽,210000,陳栠庈,211300,5.05505564338
326,20011123,賽譴吽,210000,陳栠庈,211300,6.82446352223
327,20011124,賽譴吽,210000,陳栠庈,211300,-1.28966228089
328,20011125,賽譴吽,210000,陳栠庈,211300,-4.53211223452
329,20011126,賽譴吽,210000,陳栠庈,211300,-7.11125576287
330,20011127,賽譴吽,210000,陳栠庈,211300,-2.73497214861
331,20011128,賽譴吽,210000,陳栠庈,211300,-0.932123054669
332,20011129,賽譴吽,210000,陳栠庈,211300,-3.54013874447
333,20011130,賽譴吽,210000,陳栠庈,211300,-3.42351806582
334,20011201,賽譴吽,210000,陳栠庈,211300,-5.97162086085
335,20011202,賽譴吽,210000,陳栠庈,211300,-3.36311165701
336,20011203,賽譴吽,210000,陳栠庈,211300,-6.14085078658
337,20011204,賽譴吽,210000,陳栠庈,211300,-7.65882020248
338,20011205,賽譴吽,210000,陳栠庈,211300,-6.08430418215
339,20011206,賽譴吽,210000,陳栠庈,211300,-8.15067663527
340,20011207,賽譴吽,210000,陳栠庈,211300,-6.24504221531
341,20011208,賽譴吽,210000,陳栠庈,211300,-5.58373453743
342,20011209,賽譴吽,210000,陳栠庈,211300,-8.02725814518
343,20011210,賽譴吽,210000,陳栠庈,211300,-9.64096983692
344,20011211,賽譴吽,210000,陳栠庈,211300,-4.55418420256
345,20011212,賽譴吽,210000,陳栠庈,211300,-5.87860637799
346,20011213,賽譴吽,210000,陳栠庈,211300,-9.46117381046
347,20011214,賽譴吽,210000,陳栠庈,211300,-10.0948206249
348,20011215,賽譴吽,210000,陳栠庈,211300,-9.96155392496
349,20011216,賽譴吽,210000,陳栠庈,211300,-10.4891078514
350,20011217,賽譴吽,210000,陳栠庈,211300,-10.1644218177
351,20011218,賽譴吽,210000,陳栠庈,211300,-10.5202897222
352,20011219,賽譴吽,210000,陳栠庈,211300,-9.89009011419
353,20011220,賽譴吽,210000,陳栠庈,211300,-9.1548629309
354,20011221,賽譴吽,210000,陳栠庈,211300,-9.43809884055
355,20011222,賽譴吽,210000,陳栠庈,211300,-9.9894156205
356,20011223,賽譴吽,210000,陳栠庈,211300,-8.0542140258
357,20011224,賽譴吽,210000,陳栠庈,211300,-10.4089270809
358,20011225,賽譴吽,210000,陳栠庈,211300,-7.66642611487
359,20011226,賽譴吽,210000,陳栠庈,211300,-7.86811377709
360,20011227,賽譴吽,210000,陳栠庈,211300,-7.19333750742
361,20011228,賽譴吽,210000,陳栠庈,211300,-4.39448528122
362,20011229,賽譴吽,210000,陳栠庈,211300,-7.81311542109
363,20011230,賽譴吽,210000,陳栠庈,211300,-7.27444747456
364,20011231,賽譴吽,210000,陳栠庈,211300,-6.87900575002
365,20020101,賽譴吽,210000,陳栠庈,211300,-10.5733419301
366,20020102,賽譴吽,210000,陳栠庈,211300,-11.1484769855
367,20020103,賽譴吽,210000,陳栠庈,211300,-1.75640538073
368,20020104,賽譴吽,210000,陳栠庈,211300,-0.725211044806
369,20020105,賽譴吽,210000,陳栠庈,211300,-4.73887964717
370,20020106,賽譴吽,210000,陳栠庈,211300,-5.4120873652
371,20020107,賽譴吽,210000,陳栠庈,211300,-8.52214916965
372,20020108,賽譴吽,210000,陳栠庈,211300,-7.75920529115
373,20020109,賽譴吽,210000,陳栠庈,211300,-4.77519999052
374,20020110,賽譴吽,210000,陳栠庈,211300,-2.5205509098
375,20020111,賽譴吽,210000,陳栠庈,211300,1.54257895026
376,20020112,賽譴吽,210000,陳栠庈,211300,-1.37655781504
377,20020113,賽譴吽,210000,陳栠庈,211300,-1.62770061496
378,20020114,賽譴吽,210000,陳栠庈,211300,1.61600423052
379,20020115,賽譴吽,210000,陳栠庈,211300,-3.63641047116
380,20020116,賽譴吽,210000,陳栠庈,211300,-8.71683561593
381,20020117,賽譴吽,210000,陳栠庈,211300,-7.09314701013
382,20020118,賽譴吽,210000,陳栠庈,211300,-6.26345525708
383,20020119,賽譴吽,210000,陳栠庈,211300,-2.50315939962
384,20020120,賽譴吽,210000,陳栠庈,211300,-3.16383711497
385,20020121,賽譴吽,210000,陳栠庈,211300,-6.39722513734
386,20020122,賽譴吽,210000,陳栠庈,211300,-7.1332306109
387,20020123,賽譴吽,210000,陳栠庈,211300,-6.00249293813
388,20020124,賽譴吽,210000,陳栠庈,211300,-8.28107624723
389,20020125,賽譴吽,210000,陳栠庈,211300,-6.49434326406
390,20020126,賽譴吽,210000,陳栠庈,211300,-7.08795940667
391,20020127,賽譴吽,210000,陳栠庈,211300,-6.69335944192
392,20020128,賽譴吽,210000,陳栠庈,211300,-5.50035155447
393,20020129,賽譴吽,210000,陳栠庈,211300,-3.06410541242
394,20020130,賽譴吽,210000,陳栠庈,211300,-5.73788461351
395,20020131,賽譴吽,210000,陳栠庈,211300,-2.32914569085
396,20020201,賽譴吽,210000,陳栠庈,211300,-1.97453084536
397,20020202,賽譴吽,210000,陳栠庈,211300,-2.04370319007
398,20020203,賽譴吽,210000,陳栠庈,211300,0.474187922321
399,20020204,賽譴吽,210000,陳栠庈,211300,1.02288669504
400,20020205,賽譴吽,210000,陳栠庈,211300,0.740614841088
401,20020206,賽譴吽,210000,陳栠庈,211300,-0.0262547870281
402,20020207,賽譴吽,210000,陳栠庈,211300,2.62981670284
403,20020208,賽譴吽,210000,陳栠庈,211300,-5.96103416828
404,20020209,賽譴吽,210000,陳栠庈,211300,-9.66371112121
405,20020210,賽譴吽,210000,陳栠庈,211300,-4.22675461518
406,20020211,賽譴吽,210000,陳栠庈,211300,-3.12702673778
407,20020212,賽譴吽,210000,陳栠庈,211300,-5.43504404603
408,20020213,賽譴吽,210000,陳栠庈,211300,-3.12618834094
409,20020214,賽譴吽,210000,陳栠庈,211300,-2.39907278094
410,20020215,賽譴吽,210000,陳栠庈,211300,1.41390906091
411,20020216,賽譴吽,210000,陳栠庈,211300,2.55121658612
412,20020217,賽譴吽,210000,陳栠庈,211300,-5.19505643426
413,20020218,賽譴吽,210000,陳栠庈,211300,-5.69298796905
414,20020219,賽譴吽,210000,陳栠庈,211300,0.109863578554
415,20020220,賽譴吽,210000,陳栠庈,211300,2.87555879041
416,20020221,賽譴吽,210000,陳栠庈,211300,1.54646342522
